utilidad, promedio_productos_Almacén, promedio_productos_Verdurería, promedio_productos_Panadería, promedio_productos_Refrigerados, tiempo_espera_Almacén, tiempo_espera_Verdurería, tiempo_espera_Panadería, tiempo_espera_Refrigerados, tiempo_balanza_Verdurería, tiempo_balanza_Panadería,tiempo_caja_Autoservicio, tiempo_caja_Normal, tiempo_caja_Preferencial, tiempo_permanencia_Normal,tiempo_permanencia_Preferencial
12046763.079154, 8702.324843, 756.904397, 796.166692, 2370.387093, 0.000000, 0.205263, 0.092319, 0.426931, 0.240835, 0.301643, 1.960661, 5.125161, 5.236700, 44.146305, 44.353150
12859511.845436, 8845.658724, 892.565952, 660.861755, 2190.048188, 0.024143, 0.572655, 0.583230, 0.173504, 0.310714, 0.304837, 4.736983, 10.619578, 10.962736, 47.861882, 46.738994
11957100.814303, 8253.067937, 977.415168, 637.730423, 2374.251289, 0.016762, 0.603486, 0.107777, 0.135322, 0.365597, 0.248433, 3.495843, 7.514956, 8.123682, 45.632188, 43.807987
12359869.491281, 8499.167671, 1131.126495, 770.207730, 2245.468133, 0.000000, 0.190530, 0.142437, 0.019636, 0.246037, 0.269946, 3.607820, 8.790579, 9.936998, 45.917231, 44.436111
12475010.380219, 8195.073956, 976.696682, 699.745032, 2274.207558, 0.001205, 0.267266, 0.076415, 0.201805, 0.314637, 0.224657, 4.773069, 10.578943, 11.648097, 47.234840, 46.549986
12275602.228270, 8760.878744, 1045.340292, 751.735582, 2243.246094, 0.000000, 0.295162, 0.097600, 0.016068, 0.191800, 0.210217, 3.716778, 8.242831, 7.704738, 45.907875, 41.592695
12477355.059034, 8498.086128, 891.707126, 730.884449, 2165.562792, 0.000000, 0.097192, 0.014587, 0.012553, 0.135579, 0.188880, 3.137298, 6.904483, 7.842075, 45.139842, 41.364040
11923229.489555, 8466.537620, 1062.447140, 789.728499, 2227.812541, 0.000000, 0.108075, 0.111204, 0.004866, 0.287470, 0.175084, 2.596097, 6.142816, 6.092718, 43.689892, 42.965133
12057929.711202, 8829.071287, 945.066131, 827.508501, 2367.687247, 0.000000, 0.270397, 0.145425, 0.042711, 0.217607, 0.253819, 4.507563, 9.721424, 10.683027, 46.590437, 44.599531
11971357.634607, 8531.786168, 1219.689482, 687.035635, 2273.002606, 0.000000, 0.019879, 0.092389, 0.026676, 0.232257, 0.291127, 3.187179, 7.478516, 7.266731, 44.253629, 41.780989
11795537.035977, 8016.629726, 1014.084535, 767.746718, 2144.438879, 0.000000, 0.013443, 0.054308, 0.012117, 0.198528, 0.213023, 1.320233, 3.456619, 3.950439, 42.058292, 43.512058
12129117.655348, 8809.651934, 728.393985, 658.660761, 2309.543203, 0.000000, 0.101499, 0.045199, 0.102637, 0.235217, 0.233060, 3.184141, 7.109344, 7.774224, 43.986889, 44.038894
12397486.289316, 8219.963411, 990.896550, 774.014537, 2282.798984, 0.000000, 0.310378, 0.132825, 0.143299, 0.262370, 0.293992, 4.022420, 9.023272, 10.002479, 46.622080, 41.798961
11864040.613117, 8911.184122, 1095.012402, 830.583362, 2114.657342, 0.000000, 0.011326, 0.001811, 0.028247, 0.221532, 0.181012, 1.562988, 4.073591, 4.182651, 42.692753, 44.613799
11984811.657769, 8719.927445, 1118.171542, 775.312662, 2400.473523, 0.024435, 0.421440, 0.038333, 0.010663, 0.337593, 0.159060, 2.374735, 6.238105, 5.457946, 43.793024, 42.662693
11369353.426499, 8686.067458, 1101.608418, 729.796911, 2419.431777, 0.000406, 0.087772, 0.106401, 0.081255, 0.181707, 0.146407, 1.443523, 3.859796, 4.052045, 41.065396, 44.370431
12340377.076491, 8133.030223, 785.925032, 778.846056, 2301.142805, 0.000000, 0.271937, 0.140664, 0.024902, 0.161728, 0.340758, 2.896761, 6.383626, 7.735611, 43.610988, 42.986938
12251142.482380, 8273.639589, 925.015767, 768.355892, 2365.753729, 0.000000, 2.207455, 0.356609, 0.098057, 0.278818, 0.250831, 4.141552, 9.907599, 12.018032, 48.059726, 45.053995
12226309.404464, 9051.769972, 1228.036656, 717.752486, 2339.489665, 0.005790, 0.042347, 0.056034, 0.034599, 0.302506, 0.266428, 4.461117, 10.453077, 10.636220, 46.466633, 42.484282
12145488.749386, 8402.197183, 1009.310311, 729.487701, 2525.373345, 0.000000, 0.783005, 0.084925, 0.024240, 0.291370, 0.147490, 1.443071, 3.956533, 4.605947, 42.587985, 42.113090
12274578.314302, 8258.732497, 1168.625552, 724.235247, 2040.889434, 0.000000, 0.357020, 0.075571, 0.103313, 0.308166, 0.228047, 5.007813, 11.573383, 11.864423, 48.122683, 41.145140
11947042.986832, 8664.494354, 989.975530, 733.863155, 2130.220002, 0.000000, 0.222404, 0.054076, 0.036519, 0.194094, 0.177360, 3.347219, 7.778246, 7.851169, 45.294120, 42.341960
12110769.321212, 7854.255911, 1133.682047, 694.292302, 2262.325726, 0.000000, 0.188457, 0.016799, 0.004166, 0.280841, 0.191085, 2.749664, 6.361266, 7.066891, 44.263267, 44.179181
11506224.185457, 8285.237768, 766.123615, 767.161607, 2275.221411, 0.000000, 0.157194, 0.354504, 0.059126, 0.115465, 0.306897, 4.173070, 8.723625, 9.791669, 45.601803, 43.979637
12476306.151642, 8067.317301, 874.145781, 602.696994, 2315.369015, 0.000000, 0.425825, 0.040331, 0.014814, 0.227523, 0.271423, 4.762417, 10.112178, 10.714793, 47.617960, 44.571487
12166249.737677, 8324.165121, 990.603975, 691.596763, 2445.441773, 0.000000, 0.696755, 0.089592, 0.023596, 0.215460, 0.194115, 2.016962, 5.095981, 6.036444, 43.924117, 44.302794
11820844.304344, 8327.087636, 1128.949182, 750.159436, 2176.850092, 0.000000, 0.153393, 0.075672, 0.045995, 0.383401, 0.214759, 3.681895, 7.902413, 8.375047, 44.366764, 41.581321
11342406.166924, 8761.813945, 1134.918142, 669.399356, 2357.742367, 0.000000, 0.268186, 0.054143, 0.013122, 0.329320, 0.117061, 2.189075, 5.355863, 5.667371, 42.589294, 43.433933
11620755.868859, 8595.937243, 1060.343704, 794.091413, 2334.736675, 0.000385, 0.023021, 0.450463, 0.118531, 0.201256, 0.315634, 2.513643, 5.506959, 6.512902, 43.130368, 43.256495
12459567.982484, 7691.469625, 790.817258, 627.279537, 2194.266791, 0.000000, 0.180683, 0.045066, 0.027326, 0.246877, 0.225018, 2.747203, 7.083387, 8.744220, 44.084447, 44.167029
12065086.365819, 8041.479595, 921.341430, 714.184522, 2423.914361, 0.000000, 0.030068, 0.037800, 0.198615, 0.181237, 0.179312, 4.599356, 10.026657, 9.769660, 46.543987, 42.345583
12515994.467482, 8208.206331, 906.177968, 861.440394, 2370.080437, 0.000000, 0.279761, 0.070556, 0.021078, 0.211346, 0.209015, 3.493072, 7.674087, 9.398528, 45.245587, 43.578043
11846404.096571, 8985.804766, 938.212307, 702.659630, 2285.435679, 0.000000, 0.869126, 0.120509, 0.105827, 0.315966, 0.200475, 4.733855, 10.243632, 11.720247, 47.895102, 42.643540
12340506.616987, 8612.410132, 1192.306227, 828.301607, 2235.882681, 0.000000, 0.195373, 0.088456, 0.083706, 0.271064, 0.258784, 4.461514, 10.702739, 10.312415, 46.857754, 44.874578
11875744.055872, 8305.154762, 1003.379047, 725.564574, 2425.209318, 0.004884, 0.102509, 0.222030, 0.043481, 0.298848, 0.288692, 3.166631, 7.464843, 7.749349, 45.945320, 43.307189
11598923.862458, 8892.281558, 1050.225614, 813.314214, 2529.198578, 0.000015, 0.435607, 0.061062, 0.166723, 0.302033, 0.200326, 3.546307, 7.944697, 7.311890, 45.296919, 41.299302
12540305.239829, 8316.789586, 990.926844, 726.512542, 2140.280516, 0.000000, 0.433273, 0.340667, 0.273834, 0.216776, 0.326860, 5.437361, 10.162582, 12.209837, 47.802811, 45.311432
12231728.041831, 8888.808478, 1021.626487, 702.217068, 2122.231192, 0.000652, 0.132254, 0.078416, 0.069023, 0.267167, 0.296101, 2.969058, 6.717771, 6.950488, 44.775806, 43.909953
12376291.500204, 8668.057533, 870.962125, 686.548305, 2001.214937, 0.000000, 0.037600, 0.076805, 0.038124, 0.222963, 0.272148, 2.799658, 7.500894, 8.146284, 44.494452, 41.874284
12744180.565358, 7967.667938, 893.509210, 636.175320, 2308.269583, 0.017510, 2.307767, 0.602649, 0.070322, 0.345032, 0.292678, 7.130608, 13.159818, 14.469082, 51.852330, 43.769698
12034898.146599, 8704.187247, 934.093977, 820.189027, 2256.851498, 0.133342, 0.157431, 0.410732, 0.569340, 0.339526, 0.260427, 3.421272, 7.564243, 10.231742, 45.331129, 44.334983
11678194.181570, 8482.646911, 960.650827, 737.852132, 2404.359361, 0.000983, 0.277506, 0.033181, 0.293654, 0.306663, 0.225733, 5.287865, 11.413369, 12.745121, 48.289522, 41.995509
11423314.261663, 8900.543314, 920.131731, 804.644205, 2488.074517, 0.000676, 0.520340, 0.080637, 0.120298, 0.279502, 0.310421, 3.184121, 7.411570, 7.401972, 45.034644, 43.792883
11766898.466179, 8624.395668, 893.688997, 840.434406, 2425.802321, 0.000617, 0.666740, 0.089087, 0.352802, 0.383849, 0.240884, 3.757587, 8.255774, 8.411058, 46.218844, 42.864598
12543841.000496, 8436.700781, 888.373083, 641.439844, 2472.898063, 0.000000, 0.589569, 0.111627, 0.029954, 0.232489, 0.267267, 2.775775, 6.703373, 7.354752, 44.979297, 44.001560
11358891.204100, 9091.217968, 1257.418382, 785.735735, 2160.698888, 0.000000, 0.040544, 0.042340, 0.065193, 0.296010, 0.235460, 3.538765, 8.035808, 9.713462, 45.419968, 43.298970
12419479.129701, 8740.099414, 1166.281225, 834.627544, 2143.051929, 0.000000, 0.157021, 0.142156, 0.112522, 0.330197, 0.243655, 6.253334, 14.498956, 15.249745, 50.529683, 43.527378
12594888.416946, 7747.882273, 903.284775, 725.951580, 2355.874612, 0.000000, 0.091247, 0.065728, 0.046953, 0.231443, 0.247933, 4.605333, 9.579237, 10.155958, 46.628176, 43.163981
12616894.864961, 8260.130910, 1015.685571, 621.559644, 2052.057381, 0.000000, 0.158284, 0.250884, 0.110789, 0.261337, 0.189981, 4.379125, 9.106586, 11.489140, 45.969494, 44.354092
12304099.778076, 8433.349174, 1023.356742, 759.620540, 2519.993285, 0.000019, 0.198752, 0.217933, 0.075664, 0.265016, 0.307057, 6.095491, 12.671483, 15.443573, 49.875152, 45.842826
12658297.998210, 7843.973740, 885.205945, 728.408991, 2055.020455, 0.001191, 0.350235, 0.299349, 0.244325, 0.383535, 0.279646, 4.622726, 9.894321, 12.047794, 47.655308, 44.092974
12137049.441588, 7996.688173, 977.379762, 796.798416, 2459.840867, 0.000437, 0.420008, 0.097301, 0.100537, 0.384270, 0.230855, 5.066913, 11.502117, 13.351566, 48.179222, 43.882228
12202840.866420, 8614.818104, 923.206096, 698.463692, 2244.619169, 0.000942, 0.398062, 0.097829, 0.186537, 0.386774, 0.296185, 5.168511, 10.570378, 12.963091, 48.878783, 43.747086
12324294.155539, 8941.871213, 945.344203, 743.801858, 2125.604350, 0.011659, 0.004088, 0.049661, 0.054922, 0.161455, 0.249200, 3.837491, 8.880663, 10.845202, 46.008723, 45.029038
12684341.754220, 8420.047798, 959.588531, 636.547668, 2499.629523, 0.001192, 0.192381, 0.088971, 0.048198, 0.370108, 0.289229, 6.177932, 13.005751, 14.828549, 49.945693, 45.050274
11677047.013967, 8762.021239, 1130.752700, 682.110188, 2431.206904, 0.000000, 0.093695, 0.050864, 0.005638, 0.262403, 0.174888, 4.097459, 8.817828, 9.837091, 45.703154, 40.688932
11986542.744705, 8486.307304, 938.656808, 702.592550, 2543.162282, 0.029931, 0.563814, 0.147189, 0.406350, 0.348430, 0.278980, 5.980680, 12.247517, 14.575803, 50.215081, 44.014383
11575570.711629, 8471.121674, 1088.601937, 649.959955, 2453.234645, 0.000000, 0.060869, 0.087495, 0.056698, 0.243627, 0.271218, 2.431675, 5.836702, 6.699187, 42.655813, 43.471352
12192111.202418, 8554.028980, 1064.113940, 774.541699, 2202.797974, 0.000000, 0.240216, 0.019658, 0.158524, 0.213134, 0.239932, 2.240599, 5.593376, 7.261774, 43.137568, 44.626155
11886675.820255, 8364.049173, 1164.313172, 675.730677, 2392.262354, 0.000000, 0.875352, 0.019299, 0.053725, 0.274395, 0.172206, 3.694630, 7.418103, 8.164245, 46.298572, 44.753000
11601613.602395, 9072.974129, 939.415064, 681.387354, 2484.434107, 0.000000, 0.003515, 0.032567, 0.089328, 0.188780, 0.164674, 0.862200, 2.923734, 2.898134, 40.913770, 43.518539
12031402.999633, 8526.690891, 904.956540, 651.446686, 2081.254991, 0.000000, 0.125369, 0.058655, 0.030411, 0.208487, 0.213414, 1.860737, 4.828645, 4.992912, 42.512271, 42.205273
11499048.942309, 8788.150597, 1037.102464, 824.218822, 2533.987258, 0.000000, 0.149169, 0.044544, 0.011500, 0.187035, 0.155091, 2.293693, 5.867345, 6.838230, 42.987464, 41.455994
13299454.367129, 8194.692120, 1100.434113, 762.992480, 2169.003754, 0.000000, 0.400814, 0.073147, 0.088774, 0.439266, 0.287488, 4.773857, 10.437739, 11.108070, 47.569355, 42.486403
12612994.623625, 7979.528609, 1007.525047, 736.045538, 2113.983633, 0.074735, 0.294573, 0.201095, 0.126570, 0.361151, 0.244805, 5.408217, 12.010549, 12.860270, 48.258142, 42.342551
12514525.862525, 8046.059732, 1004.713008, 671.308608, 2341.852660, 0.000000, 0.309833, 0.037693, 0.039157, 0.236609, 0.232138, 1.679257, 4.215209, 4.527951, 41.745274, 42.073478
12560652.795206, 8992.366098, 979.113523, 807.551928, 2337.882931, 0.000000, 0.720174, 0.051139, 0.514021, 0.438042, 0.233316, 5.899871, 11.359095, 12.629630, 50.251322, 43.264643
12166303.466917, 8776.830507, 951.709373, 723.325325, 2335.103743, 0.000000, 1.333947, 0.100809, 0.107857, 0.281317, 0.279641, 3.989996, 8.585451, 8.887206, 47.012308, 44.556510
12118899.698888, 8724.085862, 1038.730983, 664.981727, 1959.777526, 0.000000, 1.010202, 0.108983, 0.176229, 0.312329, 0.259647, 5.795474, 12.890351, 14.096563, 49.671546, 44.977573
12200418.230481, 8597.659683, 1094.416596, 796.635836, 2188.240567, 0.068909, 0.842342, 0.117633, 0.318935, 0.402035, 0.256128, 6.034439, 12.769776, 14.437232, 49.951250, 43.136655
11649322.462811, 8673.083866, 966.199167, 752.457367, 2533.065182, 0.000629, 0.208529, 0.128497, 0.030014, 0.228552, 0.239419, 2.733235, 6.594682, 6.675759, 44.118377, 41.359565
12006841.948543, 8686.418612, 967.643241, 712.666878, 2194.137817, 0.000000, 0.877266, 0.171653, 0.131125, 0.278336, 0.377464, 6.749116, 14.656397, 15.877141, 51.175633, 42.385373
11963474.289952, 8506.800138, 833.808189, 794.341267, 2319.265463, 0.019188, 0.367405, 0.288250, 0.073590, 0.224492, 0.310223, 4.088201, 8.995737, 9.279398, 45.226928, 44.957353
12038576.261365, 8044.227888, 971.214433, 666.486200, 2267.822614, 0.000000, 0.565986, 0.048150, 0.145223, 0.343712, 0.138732, 1.885230, 4.304799, 5.109288, 42.648194, 43.937350
11853826.571441, 8563.983010, 1160.534677, 721.167068, 2268.451784, 0.003871, 1.024160, 0.056764, 0.056990, 0.299561, 0.195569, 4.826906, 11.303885, 11.300173, 47.836237, 45.148755
11513790.407284, 8951.451924, 1051.775095, 587.227184, 2355.144786, 0.000000, 0.197222, 0.207172, 0.010334, 0.197207, 0.233825, 2.756301, 6.415683, 7.136916, 44.245954, 43.675868
11917089.483539, 8192.517207, 907.485584, 787.760692, 2212.432219, 0.000000, 0.128665, 0.800376, 0.066760, 0.275262, 0.294825, 4.408337, 9.205551, 9.788637, 46.689124, 46.398340
